id,itemTime,language,trial,antonymPair,scenarioLabel,expressionLabel,expression,predicateType,minValue,maxValue,startingValue,answer,naturalness,RT,engagement,difficulty,comments
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459348976905,English,2,expensive,laptop,Q,cheap,individual,50,4000,3549,409,6,14758,10,0,
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459348989765,English,3,long,movie,P,long,individual,50,240,215,140,6,12851,10,0,
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459349001180,English,4,full,band,Q and not-Q,empty and not empty,stage,0,1200,726,146,2,11397,10,0,
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459349015170,English,5,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,49,68,2,13979,10,0,
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459349026903,English,6,hot,bath,P and not-P,hot and not hot,stage,32,212,122,106,2,11708,10,0,
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379772581,english,1,tall,US male,P and not-P,tall and not tall,individual,48,96,89,71,3,27363,9,0,no comments
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379793313,english,2,expensive,laptop,not-Q,not cheap,individual,50,4000,2861,1006,7,20726,9,0,no comments
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379822135,english,3,full,band,not-P ,not full,stage,0,1200,743,800,6,28817,9,0,no comments
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379838052,english,4,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,52,125,5,15908,9,0,no comments
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379884185,english,5,fast,car,Q and not-Q,slow and not slow,stage,0,120,0,35,3,46127,9,0,no comments
A1ZF2GZ2ZRV8OY:3NC5L260MPUI3VFFF3X3WDGW6CNFO4,1459379896700,english,6,hot,bath,Q,cold,stage,32,212,104,75,7,12502,9,0,no comments
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373703627,Eglish,1,fast,car,not-Q,not slow,stage,0,120,68,82,6,14008,8,4,
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373715803,Eglish,2,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,3884,677,5,12176,8,4,
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373728411,Eglish,3,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,71,68,6,12608,8,4,
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373744252,Eglish,4,long,movie,Q and not-Q,short and not short,individual,50,240,139,97,1,15841,8,4,
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373756915,Eglish,5,full,band,not-P ,not full,stage,0,1200,1032,1102,2,12663,8,4,
A2VTCD0KE6U9RA:3QBD8R3Z22R85FIQVM1K59J5HMA4O1,1459373766869,Eglish,6,hot,bath,P and not-P,hot and not hot,stage,32,212,115,91,1,9954,8,4,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348701548,english,1,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,78,96,1,22522,7,7,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348723212,english,2,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,1466,492,4,21657,7,7,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348739218,english,3,tall,US male,not-Q,not short,individual,48,96,81,75,7,15998,7,7,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348770948,english,4,full,band,Q,empty,stage,0,1200,856,286,7,31723,7,7,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348784647,english,5,fast,car,P and not-P,fast and not fast,stage,0,120,73,60,3,13692,7,7,
A221ZCC0O43BJT:308Q0PEVB9LZ6ZDZEMK62KYZR3EI91,1459348801083,english,6,hot,bath,P,hot,stage,32,212,84,105,7,16431,7,7,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349890152,English,1,tall,US male,not-Q,not short,individual,48,96,82,73,5,7516,5,3,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349900184,English,2,full,band,Q,empty,stage,0,1200,197,8,6,10032,5,3,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349909303,English,3,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,35,33,4,9119,5,3,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349919223,English,4,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,213,485,5,9920,5,3,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349936774,English,5,long,movie,P,long,individual,50,240,192,113,4,17551,5,3,
A2DPKKEEW2I6QK:3K2755HG5TBRZYOQPUJNLJ4X2W1FDO,1459349945395,English,6,hot,bath,P and not-P,hot and not hot,stage,32,212,124,77,4,8621,5,3,
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348906629,english,1,tall,US male,Q,short,individual,48,96,91,64,6,12771,8,3,no
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348924096,english,2,full,band,not-P ,not full,stage,0,1200,87,804,5,17454,8,3,no
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348938218,english,3,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,139,139,4,14115,8,3,no
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348952654,english,4,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,171,90,4,14430,8,3,no
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348966781,english,5,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,1001,474,5,14120,8,3,no
A3OJCWC178255T:3G0WWMR1UWSXCZ5CS48KTNK5N2CQNB,1459348978775,english,6,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,113,31,4,11986,8,3,no
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370540381,English,1,long,movie,neither P nor Q,neither long nor short,individual,50,240,104,90,5,10802,8,3,Thank you!!
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370543900,English,2,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,199,116,4,3518,8,3,Thank you!!
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370549525,English,3,expensive,laptop,P,expensive,individual,50,4000,3953,867,5,5624,8,3,Thank you!!
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370553341,English,4,fast,car,P and not-P,fast and not fast,stage,0,120,23,60,5,3816,8,3,Thank you!!
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370563651,English,5,tall,US male,not-P ,not tall,individual,48,96,50,70,6,10309,8,3,Thank you!!
AB6GY896TYRBQ:3EJJQNKU9SD5E4Y12L27TTXEXEFHR8,1459370567844,English,6,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,225,575,5,4192,8,3,Thank you!!
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376323996,English,1,tall,US male,P,tall,individual,48,96,66,74,6,12764,10,0,
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376340887,English,2,fast,car,Q and not-Q,slow and not slow,stage,0,120,105,50,1,16889,10,0,
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376354731,English,3,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,77,90,1,13843,10,0,
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376367828,English,4,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,166,65,1,13096,10,0,
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376393077,English,5,expensive,laptop,not-Q,not cheap,individual,50,4000,2640,2500,7,25247,10,0,
A1MS98IHMLG24F:3IUZPWIU1PF1OQGV70FATKLNHA1WKX,1459376410373,English,6,full,band,not-P ,not full,stage,0,1200,220,50,6,17293,10,0,
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374644911,english,1,full,band,P and not-P,full and not full,stage,0,1200,987,1008,2,32573,10,3,Fun task! I found it interesting. 
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374659902,english,2,hot,bath,Q,cold,stage,32,212,106,67,6,14990,10,3,Fun task! I found it interesting. 
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374672230,english,3,fast,car,not-P ,not fast,stage,0,120,74,45,3,12327,10,3,Fun task! I found it interesting. 
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374687166,english,4,expensive,laptop,P,expensive,individual,50,4000,1899,1150,7,14935,10,3,Fun task! I found it interesting. 
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374701534,english,5,long,movie,Q and not-Q,short and not short,individual,50,240,83,85,1,14367,10,3,Fun task! I found it interesting. 
A38QMA26BG1KL0:3WMOAN2SRC5PH71TE32UZAJD4W3NVI,1459374713190,english,6,tall,US male,not-Q,not short,individual,48,96,70,69,5,11656,10,3,Fun task! I found it interesting. 
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348885277,English,1,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,85,98,6,12262,10,8,
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348903521,English,2,full,band,P,full,stage,0,1200,282,1200,7,18238,10,8,
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348918918,English,3,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,1520,968,2,15394,10,8,
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348934676,English,4,tall,US male,Q,short,individual,48,96,62,65,7,15755,10,8,
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348945050,English,5,long,movie,not-Q,not short,individual,50,240,122,150,5,10371,10,8,
ABMX8XUNPR3LP:3YZ8UPK3VUU6DOF2KNJBNDNIRJ4CUK,1459348954082,English,6,fast,car,not-P ,not fast,stage,0,120,57,30,2,9027,10,8,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383443849,English,1,expensive,laptop,P,expensive,individual,50,4000,1115,504,1,40695,5,3,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383470831,English,2,full,band,neither P nor Q,neither full nor empty,stage,0,1200,1031,604,7,26981,5,3,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383485003,English,3,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,225,110,6,14170,5,3,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383506088,English,4,tall,US male,Q and not-Q,short and not short,individual,48,96,88,69,1,21083,5,3,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383521121,English,5,fast,car,not-Q,not slow,stage,0,120,54,65,2,15032,5,3,
AFNN1QPV1CWV0:33CKWXB73KS6HOE622K7VFZUCRY116,1459383537318,English,6,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,204,99,1,16195,5,3,
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351650051,English,1,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3747,1210,3,18593,5,2,No.
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351669530,English,2,full,band,Q,empty,stage,0,1200,582,22,6,19478,5,2,No.
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351689534,English,3,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,91,68,3,20003,5,2,No.
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351707153,English,4,fast,car,not-Q,not slow,stage,0,120,101,44,2,17618,5,2,No.
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351728988,English,5,hot,bath,not-P ,not hot,stage,32,212,83,81,5,21833,5,2,No.
A7RQ5DNXWAA74:3LOTDFNYA87Q84OH6PODD7TI9C7WFE,1459351752751,English,6,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,114,97,5,23762,5,2,No.
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376423770,English,1,hot,bath,not-Q,not cold,stage,32,212,129,92,4,8131,10,0,I enjoyed doing your survey. Thank you! 
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376486331,English,2,long,movie,not-P ,not long,individual,50,240,116,103,4,62554,10,0,I enjoyed doing your survey. Thank you! 
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376544644,English,3,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,92,70,5,58304,10,0,I enjoyed doing your survey. Thank you! 
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376591301,English,4,full,band,P,full,stage,0,1200,1127,1200,6,46652,10,0,I enjoyed doing your survey. Thank you! 
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376601748,English,5,expensive,laptop,Q,cheap,individual,50,4000,1455,419,5,10436,10,0,I enjoyed doing your survey. Thank you! 
A16WTL2DOIQ5SV:3KIBXJ1WD62TJH7TGEO0CQ81E83KOA,1459376621623,English,6,fast,car,Q and not-Q,slow and not slow,stage,0,120,65,40,4,19872,10,0,I enjoyed doing your survey. Thank you! 
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370746116,english,1,full,band,not-Q,not empty,stage,0,1200,82,746,4,31356,9,7,
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370812709,english,2,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,193,134,1,66592,9,7,
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370834999,english,3,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,14,45,6,22289,9,7,
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370859164,english,4,tall,US male,P and not-P,tall and not tall,individual,48,96,72,72,3,24164,9,7,
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370879325,english,5,long,movie,not-P ,not long,individual,50,240,120,102,7,20160,9,7,
A21QT5HYZH1R9U:3SNLUL3WO5VZGS98X0CAQWD5LUSULW,1459370912065,english,6,expensive,laptop,P,expensive,individual,50,4000,714,1395,7,32739,9,7,
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371056386,English,1,full,band,not-P ,not full,stage,0,1200,65,12,7,35451,5,5,none
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371081966,English,2,hot,bath,P,hot,stage,32,212,156,146,7,25576,5,5,none
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371092560,English,3,fast,car,P and not-P,fast and not fast,stage,0,120,24,27,7,10591,5,5,none
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371114100,English,4,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,2068,1858,1,21540,5,5,none
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371130372,English,5,long,movie,Q,short,individual,50,240,220,135,1,16272,5,5,none
A1EMF0INSZGGSK:3VD82FOHKRWB0JV5O172O7VT9ZQCOL,1459371140755,English,6,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,70,71,7,10379,5,5,none
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381637427,english,1,long,movie,not-Q,not short,individual,50,240,214,230,3,26582,8,0,
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381657223,english,2,tall,US male,Q and not-Q,short and not short,individual,48,96,86,70,1,19791,8,0,
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381696297,english,3,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,2946,353,1,39069,8,0,
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381709129,english,4,fast,car,P and not-P,fast and not fast,stage,0,120,12,50,1,12829,8,0,
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381734455,english,5,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,139,600,1,25323,8,0,
A3MMOZDMBZ8K42:3RKNTXVS3N6J3BOPL3W24EZ0S5C4A8,1459381755351,english,6,hot,bath,Q,cold,stage,32,212,96,35,7,20891,8,0,
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371042321,English,1,fast,car,Q,slow,stage,0,120,79,25,5,9785,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371055604,English,2,hot,bath,not-Q,not cold,stage,32,212,50,89,5,13281,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371062806,English,3,tall,US male,P and not-P,tall and not tall,individual,48,96,85,72,2,7201,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371075267,English,4,full,band,P,full,stage,0,1200,997,1200,7,12460,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371088345,English,5,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,83,90,2,13076,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A274NFT93QPBGL:3OF2M9AATHW5ILL0INZHSOF5YC2KZ8,1459371102146,English,6,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,614,801,3,13800,10,1,"Really enjoyed taking part in this, caught myself saying the sentences out loud to gauge how natural they sounded "
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349242341,English,1,fast,car,not-Q,not slow,stage,0,120,26,35,5,17598,5,2,
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349260141,English,2,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,1011,787,4,17797,5,2,
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349273540,English,3,tall,US male,not-P ,not tall,individual,48,96,75,63,6,13398,5,2,
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349289740,English,4,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,127,137,5,16199,5,2,
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349305020,English,5,full,band,P,full,stage,0,1200,985,1200,6,15279,5,2,
A3UAO2LYUPO7L6:3L4D84MIL00OGGFOUGTYR2BNNVCJH5,1459349333185,English,6,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,166,67,5,28164,5,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389358974,english,1,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3463,1029,6,37033,8,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389377334,english,2,tall,US male,not-P ,not tall,individual,48,96,50,65,7,18359,8,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389398090,english,3,fast,car,P,fast,stage,0,120,78,95,7,20756,8,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389431829,english,4,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,156,80,1,33738,8,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389451776,english,5,hot,bath,Q and not-Q,cold and not cold,stage,32,212,41,85,1,19946,8,2,
AZ4TMCXY3IX8N:3U088ZLJVL1ZB09R375SA06E3C30W3,1459389480835,english,6,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,327,525,1,29058,8,2,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371159561,English,1,tall,US male,Q and not-Q,short and not short,individual,48,96,77,68,5,26050,7,0,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371178894,English,2,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,55,141,4,19330,7,0,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371196154,English,3,expensive,laptop,not-Q,not cheap,individual,50,4000,1542,872,7,17260,7,0,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371211425,English,4,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,73,76,7,15271,7,0,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371231936,English,5,fast,car,P and not-P,fast and not fast,stage,0,120,33,78,5,20511,7,0,
A62LZWGKLMBT2:3YHH42UU5CNJ06XSZTYQ1PPY55OL0K,1459371249404,English,6,full,band,Q,empty,stage,0,1200,579,92,6,17468,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377156983,English,1,long,movie,P and not-P,long and not long,individual,50,240,221,155,1,11848,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377168188,English,2,hot,bath,not-P ,not hot,stage,32,212,43,90,6,11203,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377176691,English,3,tall,US male,P,tall,individual,48,96,76,75,7,8500,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377192136,English,4,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,81,25,2,15445,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377200933,English,5,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,596,155,1,8797,7,0,
ACAHOXG2PVZ0H:3QECW5O0KI96EQRY586T4BV6GQPT5K,1459377216409,English,6,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,425,801,5,15475,7,0,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372623192,English,1,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,54,72,5,5931,9,2,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372630695,English,2,hot,bath,P,hot,stage,32,212,179,76,5,7500,9,2,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372639622,English,3,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,936,478,4,8924,9,2,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372643418,English,4,long,movie,Q and not-Q,short and not short,individual,50,240,209,130,4,3794,9,2,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372647222,English,5,fast,car,not-P ,not fast,stage,0,120,107,33,4,3803,9,2,
A2551EKB87S2XY:3PWWM24LHT6VH9GNKRT0F8W7I3B827,1459372653997,English,6,expensive,laptop,not-Q,not cheap,individual,50,4000,2590,2497,5,6773,9,2,
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347447377,English,1,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,77,69,7,10607,10,1,No thank you
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347455720,English,2,long,movie,not-Q,not short,individual,50,240,121,166,3,8339,10,1,No thank you
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347471847,English,3,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,207,115,2,16123,10,1,No thank you
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347491626,English,4,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,1824,400,3,19775,10,1,No thank you
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347502271,English,5,full,band,not-P ,not full,stage,0,1200,829,683,7,10641,10,1,No thank you
A3CF8ULBSE8MTL:345LHZDEDY0I0OJJRU8AUAJOL6QU33,1459347514860,English,6,fast,car,Q and not-Q,slow and not slow,stage,0,120,15,40,2,12581,10,1,No thank you
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350472673,Chinese,1,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,1913,798,1,12079,8,3,nope
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350482482,Chinese,2,tall,US male,P,tall,individual,48,96,55,75,7,9804,8,3,nope
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350493538,Chinese,3,fast,car,Q,slow,stage,0,120,32,25,7,11051,8,3,nope
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350509203,Chinese,4,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,140,78,7,15663,8,3,nope
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350519603,Chinese,5,long,movie,neither P nor Q,neither long nor short,individual,50,240,192,127,7,10398,8,3,nope
A2416IYI3FQMAG:3KRVW3HTZOT37XZP87IPB8A600NSM2,1459350528533,Chinese,6,full,band,not-P ,not full,stage,0,1200,1179,630,7,8926,8,3,nope
A7KLTVEIASF4J:3Z4XG4ZF49ZWIPJK8GET5YQ3VCAX85,1459371307899,english,1,hot,bath,Q and not-Q,cold and not cold,stage,32,212,145,121,4,7387,6,3,
